"Airline","Source","Destination","Flight_Duration","Total_Stops","Additional_Info","Day_of_Journey","Month_of_Journey","Year_of_Journey","Price"
"Vistara","Banglore","New Delhi","155.0","0.0","No info","7923","3","9","2019"
"Air Asia","Kolkata","Banglore","150.0","0.0","No info","3782","15","3","2019"
"Jet Airways","Kolkata","Banglore","800.0","1.0","In-flight meal not included","12384","15","5","2019"
"Multiple carriers","Delhi","Cochin","935.0","1.0","In-flight meal not included","8565","21","3","2019"
"IndiGo","Delhi","Cochin","300.0","1.0","No info","6232","21","3","2019"
"IndiGo","Banglore","New Delhi","170.0","0.0","No info","4777","3","9","2019"
"Air India","Kolkata","Banglore","155.0","0.0","No info","4145","6","1","2019"
"Air Asia","Kolkata","Banglore","720.0","1.0","No info","5192","15","5","2019"
"Air India","Delhi","Cochin","170.0","0.0","No info","4729","4","1","2019"
"IndiGo","Delhi","Cochin","860.0","1.0","No info","6093","6","3","2019"
"Air India","Kolkata","Banglore","545.0","1.0","No info","8891","5","1","2019"
"Jet Airways","Delhi","Cochin","745.0","1.0","No info","12242","27","3","2019"
"Jet Airways","Kolkata","Banglore","1500.0","1.0","No info","11467","5","1","2019"
"Jet Airways","Kolkata","Banglore","730.0","1.0","No info","14781","21","5","2019"
"Multiple carriers","Delhi","Cochin","720.0","1.0","No info","10197","18","5","2019"
"Jet Airways","Banglore","New Delhi","725.0","1.0","No info","17261","3","6","2019"
"Air India","Delhi","Cochin","765.0","1.0","No info","7480","5","1","2019"
"IndiGo","Kolkata","Banglore","155.0","0.0","No info","4804","21","5","2019"
"SpiceJet","Kolkata","Banglore","145.0","0.0","No check-in baggage included","4439","21","4","2019"
"Jet Airways","Delhi","Cochin","1375.0","2.0","In-flight meal not included","10368","6","6","2019"
"SpiceJet","Delhi","Cochin","310.0","1.0","No info","6065","21","3","2019"
"Jet Airways","Kolkata","Banglore","585.0","1.0","In-flight meal not included","8586","24","5","2019"
"IndiGo","Delhi","Cochin","185.0","0.0","No info","5406","18","3","2019"
"Jet Airways","Delhi","Cochin","600.0","2.0","In-flight meal not included","12142","6","6","2019"
"Jet Airways","Delhi","Cochin","620.0","1.0","No info","14714","6","6","2019"
"Jet Airways","Delhi","Cochin","1570.0","1.0","In-flight meal not included","10262","15","6","2019"
"Air India","Banglore","New Delhi","725.0","1.0","No info","15434","3","6","2019"
"Air India","Kolkata","Banglore","1390.0","2.0","No info","10676","18","5","2019"
"IndiGo","Kolkata","Banglore","155.0","0.0","No info","4804","21","4","2019"
"Jet Airways","Delhi","Cochin","1025.0","2.0","No info","13014","6","9","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","3943","5","3","2019"
"Air India","Mumbai","Hyderabad","990.0","2.0","No info","9678","3","6","2019"
"Jet Airways","Kolkata","Banglore","685.0","1.0","No info","14781","15","5","2019"
"Multiple carriers","Delhi","Cochin","600.0","1.0","No info","10197","15","5","2019"
"Air India","Delhi","Cochin","800.0","2.0","No info","10861","5","9","2019"
"Jet Airways","Kolkata","Banglore","450.0","1.0","In-flight meal not included","10844","5","1","2019"
"Air India","Delhi","Cochin","965.0","1.0","No info","7480","21","5","2019"
"IndiGo","Delhi","Cochin","500.0","1.0","No info","5684","24","6","2019"
"Jet Airways","Delhi","Cochin","1620.0","1.0","No info","14714","6","6","2019"
"Jet Airways","Kolkata","Banglore","505.0","1.0","In-flight meal not included","9314","4","1","2019"
"Air India","Kolkata","Banglore","155.0","0.0","No info","4435","15","3","2019"
"Multiple carriers","Delhi","Cochin","690.0","1.0","No info","11789","27","6","2019"
"SpiceJet","Banglore","Delhi","175.0","0.0","No check-in baggage included","3919","4","3","2019"
"Jet Airways","Banglore","Delhi","175.0","0.0","In-flight meal not included","5198","4","6","2019"
"SpiceJet","Banglore","New Delhi","170.0","0.0","No check-in baggage included","4273","24","3","2019"
"Vistara","Kolkata","Banglore","1550.0","1.0","No info","8820","5","9","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","2754","5","6","2019"
"Vistara","Kolkata","Banglore","1625.0","1.0","No info","8085","6","9","2019"
"Jet Airways","Kolkata","Banglore","1480.0","1.0","In-flight meal not included","10539","6","9","2019"
"Jet Airways","Kolkata","Banglore","750.0","1.0","No info","14676","6","9","2019"
"Jet Airways","Delhi","Cochin","1570.0","1.0","In-flight meal not included","6017","27","3","2019"
"Jet Airways","Banglore","Delhi","185.0","0.0","In-flight meal not included","4544","4","1","2019"
"Trujet","Mumbai","Hyderabad","195.0","1.0","No info","4140","3","6","2019"
"Jet Airways","Banglore","Delhi","175.0","0.0","No info","7229","5","3","2019"
"Air India","Delhi","Cochin","1275.0","2.0","No info","16373","3","9","2019"
"Air India","Kolkata","Banglore","1045.0","2.0","No info","10991","5","1","2019"
"Jet Airways","Kolkata","Banglore","1315.0","1.0","In-flight meal not included","9663","18","5","2019"
"Air India","Banglore","New Delhi","1520.0","1.0","Change airports","14305","3","1","2019"
"Air Asia","Delhi","Cochin","865.0","1.0","No info","6752","15","5","2019"
"Jet Airways","Kolkata","Banglore","1010.0","1.0","In-flight meal not included","8529","6","12","2019"
"IndiGo","Delhi","Cochin","195.0","0.0","No info","4729","27","3","2019"
"Multiple carriers","Delhi","Cochin","735.0","1.0","No info","7670","18","5","2019"
"Jet Airways","Mumbai","Hyderabad","90.0","0.0","In-flight meal not included","4995","5","3","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","No info","7229","5","1","2019"
"IndiGo","Banglore","Delhi","175.0","0.0","No info","4823","27","4","2019"
"Air Asia","Kolkata","Banglore","150.0","0.0","No info","3782","27","3","2019"
"Jet Airways","Delhi","Cochin","1485.0","1.0","In-flight meal not included","12898","21","5","2019"
"SpiceJet","Kolkata","Banglore","140.0","0.0","No check-in baggage included","3841","24","5","2019"
"Multiple carriers","Delhi","Cochin","505.0","1.0","No info","9627","18","5","2019"
"Jet Airways","Kolkata","Banglore","890.0","1.0","No info","14571","6","9","2019"
"IndiGo","Kolkata","Banglore","155.0","0.0","No info","6985","24","3","2019"
"Jet Airways","Mumbai","Hyderabad","85.0","0.0","No info","8040","21","6","2019"
"IndiGo","Kolkata","Banglore","155.0","0.0","No info","4804","21","6","2019"
"Multiple carriers","Delhi","Cochin","845.0","1.0","No info","10678","27","6","2019"
"Jet Airways","Kolkata","Banglore","1515.0","1.0","No info","14231","24","3","2019"
"Jet Airways","Kolkata","Banglore","1220.0","1.0","In-flight meal not included","8529","6","12","2019"
"Air India","Delhi","Cochin","500.0","2.0","No info","11753","24","6","2019"
"Jet Airways","Delhi","Cochin","1760.0","2.0","No info","16704","18","5","2019"
"Jet Airways","Kolkata","Banglore","585.0","1.0","No info","13374","6","6","2019"
"Air India","Mumbai","Hyderabad","80.0","0.0","No info","3625","5","1","2019"
"Jet Airways","Delhi","Cochin","1620.0","1.0","No info","16079","21","5","2019"
"Jet Airways","Delhi","Cochin","940.0","1.0","In-flight meal not included","10262","27","6","2019"
"Jet Airways","Kolkata","Banglore","330.0","1.0","In-flight meal not included","9663","15","5","2019"
"Multiple carriers","Delhi","Cochin","450.0","1.0","No info","9595","18","5","2019"
"IndiGo","Kolkata","Banglore","155.0","0.0","No info","4804","24","6","2019"
"Air India","Kolkata","Banglore","1165.0","2.0","No info","12744","6","9","2019"
"Air India","Banglore","Delhi","170.0","0.0","No info","6961","6","1","2019"
"Jet Airways","Kolkata","Banglore","875.0","1.0","In-flight meal not included","9663","5","6","2019"
"Multiple carriers","Delhi","Cochin","520.0","1.0","No info","7575","21","5","2019"
"Air India","Banglore","New Delhi","925.0","2.0","No info","13355","3","3","2019"
"Air India","Kolkata","Banglore","1700.0","2.0","No info","12592","24","5","2019"
"Air India","Mumbai","Hyderabad","90.0","0.0","No info","3625","6","1","2019"
"Jet Airways","Delhi","Cochin","805.0","1.0","In-flight meal not included","10262","24","6","2019"
"Air India","Delhi","Cochin","1410.0","2.0","No info","9443","21","5","2019"
"Air India","Delhi","Cochin","635.0","1.0","No info","18959","3","9","2019"
"IndiGo","Mumbai","Hyderabad","85.0","0.0","No info","4784","3","3","2019"
"Air India","Kolkata","Banglore","1110.0","1.0","No info","7893","4","1","2019"
"Air India","Delhi","Cochin","1490.0","2.0","No info","14431","27","6","2019"
"Jet Airways Business","Banglore","New Delhi","340.0","1.0","Business class","79512","3","1","2019"
"Jet Airways","Mumbai","Hyderabad","90.0","0.0","In-flight meal not included","3210","24","5","2019"
"Multiple carriers","Delhi","Cochin","900.0","1.0","No info","13677","3","9","2019"
"Air India","Delhi","Cochin","1640.0","1.0","No info","7480","27","5","2019"
"Air India","Delhi","Cochin","760.0","1.0","No info","8372","24","6","2019"
"Jet Airways","Delhi","Cochin","1380.0","2.0","No info","11664","27","3","2019"
"Air India","Banglore","Delhi","165.0","0.0","No info","6961","18","6","2019"
"Air India","Banglore","Delhi","165.0","0.0","No info","6121","24","4","2019"
"Air India","Banglore","Delhi","165.0","0.0","No info","5911","4","12","2019"
"GoAir","Banglore","Delhi","170.0","0.0","No info","3398","5","6","2019"
"Multiple carriers","Delhi","Cochin","390.0","1.0","No info","7530","6","9","2019"
"GoAir","Banglore","Delhi","165.0","0.0","No info","3419","24","5","2019"
"Vistara","Banglore","New Delhi","175.0","0.0","No info","6558","24","3","2019"
"Air India","Kolkata","Banglore","1435.0","1.0","No info","10203","6","9","2019"
"Jet Airways","Banglore","New Delhi","1525.0","1.0","In-flight meal not included","11087","3","12","2019"
"SpiceJet","Banglore","New Delhi","170.0","0.0","No info","5575","24","3","2019"
"Air Asia","Delhi","Cochin","870.0","1.0","No info","6152","24","4","2019"
"Jet Airways","Kolkata","Banglore","435.0","1.0","In-flight meal not included","5608","5","9","2019"
"Jet Airways","Banglore","New Delhi","1365.0","1.0","No info","17261","3","6","2019"
"Jet Airways","Delhi","Cochin","1615.0","2.0","No info","15129","5","9","2019"
"GoAir","Banglore","Delhi","165.0","0.0","No info","3419","5","6","2019"
"IndiGo","Delhi","Cochin","285.0","1.0","No info","6218","21","3","2019"
"Jet Airways","Delhi","Cochin","620.0","1.0","No info","14714","6","3","2019"
"Multiple carriers","Delhi","Cochin","465.0","1.0","No info","14848","6","3","2019"
"Jet Airways","Kolkata","Banglore","435.0","1.0","No info","9358","5","12","2019"
"Air India","Kolkata","Banglore","1350.0","1.0","No info","8366","5","6","2019"
"Multiple carriers","Delhi","Cochin","465.0","1.0","In-flight meal not included","15342","3","6","2019"
"Jet Airways","Mumbai","Hyderabad","80.0","0.0","No info","5678","21","3","2019"
"IndiGo","Kolkata","Banglore","155.0","0.0","No info","4804","5","6","2019"
"Jet Airways","Kolkata","Banglore","475.0","1.0","No info","14571","24","5","2019"
"Jet Airways","Kolkata","Banglore","740.0","1.0","No info","12681","4","1","2019"
"Jet Airways","Banglore","New Delhi","780.0","1.0","No info","17261","3","6","2019"
"Vistara","Kolkata","Banglore","1065.0","1.0","No info","9922","6","9","2019"
"Jet Airways","Kolkata","Banglore","1025.0","1.0","In-flight meal not included","10844","18","5","2019"
"SpiceJet","Banglore","Delhi","160.0","0.0","No info","4423","21","4","2019"
"IndiGo","Banglore","Delhi","165.0","0.0","No info","3419","24","5","2019"
"Jet Airways","Delhi","Cochin","335.0","1.0","No info","14714","24","6","2019"
"Jet Airways","Banglore","New Delhi","340.0","1.0","In-flight meal not included","11087","3","9","2019"
"IndiGo","Delhi","Cochin","570.0","1.0","No info","6316","27","6","2019"
"SpiceJet","Chennai","Kolkata","135.0","0.0","No check-in baggage included","3543","27","5","2019"
"Jet Airways","Kolkata","Banglore","1025.0","1.0","No info","14571","6","6","2019"
"Jet Airways","Kolkata","Banglore","505.0","1.0","No info","14676","6","9","2019"
"Jet Airways","Banglore","New Delhi","995.0","1.0","No info","17261","3","6","2019"
"Jet Airways","Kolkata","Banglore","910.0","1.0","No info","13941","15","5","2019"
"Air India","Delhi","Cochin","1565.0","1.0","No info","13348","3","3","2019"
"Jet Airways","Banglore","Delhi","175.0","0.0","No info","8016","18","6","2019"
"Jet Airways","Delhi","Cochin","330.0","1.0","In-flight meal not included","12898","27","5","2019"
"Jet Airways","Banglore","Delhi","185.0","0.0","No info","7229","4","9","2019"
"SpiceJet","Mumbai","Hyderabad","90.0","0.0","No info","2017","27","6","2019"
"Jet Airways","Banglore","New Delhi","670.0","1.0","No info","16736","3","6","2019"
"SpiceJet","Kolkata","Banglore","150.0","0.0","No info","3873","18","6","2019"
"IndiGo","Delhi","Cochin","490.0","1.0","No info","6704","5","9","2019"
"Jet Airways","Kolkata","Banglore","1495.0","1.0","In-flight meal not included","10844","6","6","2019"
"Vistara","Banglore","New Delhi","160.0","0.0","No info","7450","3","9","2019"
"Jet Airways","Banglore","New Delhi","730.0","1.0","No info","16736","3","6","2019"
"Jet Airways","Delhi","Cochin","1295.0","1.0","In-flight meal not included","10262","15","6","2019"
"Air India","Kolkata","Banglore","2065.0","2.0","No info","10991","5","1","2019"
"SpiceJet","Banglore","Delhi","175.0","0.0","No info","3311","6","6","2019"
"IndiGo","Delhi","Cochin","895.0","1.0","No info","7081","24","5","2019"
"IndiGo","Banglore","Delhi","180.0","0.0","No info","3943","27","4","2019"
"Air India","Delhi","Cochin","375.0","1.0","No info","8372","21","5","2019"
"Air India","Delhi","Cochin","1410.0","2.0","No info","11701","3","9","2019"
"Jet Airways","Banglore","Delhi","175.0","0.0","In-flight meal not included","5769","6","3","2019"
"Multiple carriers","Delhi","Cochin","625.0","2.0","No info","15965","6","12","2019"
"SpiceJet","Banglore","Delhi","170.0","0.0","No info","4423","6","12","2019"
"Jet Airways","Banglore","New Delhi","280.0","1.0","In-flight meal not included","6136","15","3","2019"
"Jet Airways","Banglore","New Delhi","365.0","1.0","In-flight meal not included","11087","3","12","2019"
"IndiGo","Chennai","Kolkata","145.0","0.0","No info","3540","6","3","2019"
"Jet Airways","Delhi","Cochin","865.0","1.0","In-flight meal not included","12898","21","5","2019"
"IndiGo","Banglore","Delhi","165.0","0.0","No info","4591","18","4","2019"
"Air India","Delhi","Cochin","1660.0","1.0","No info","8635","24","3","2019"
"Jet Airways","Delhi","Cochin","600.0","1.0","No info","14714","27","6","2019"
"Jet Airways","Kolkata","Banglore","1365.0","1.0","No info","14151","18","5","2019"
"Multiple carriers","Delhi","Cochin","860.0","1.0","No info","8835","6","1","2019"
"Air India","Kolkata","Banglore","925.0","1.0","No info","11936","21","5","2019"
"Jet Airways","Delhi","Cochin","900.0","2.0","No info","13882","6","9","2019"
"Air India","Delhi","Cochin","965.0","1.0","No info","5117","4","1","2019"
"Jet Airways","Banglore","Delhi","175.0","0.0","In-flight meal not included","4544","24","5","2019"
"IndiGo","Delhi","Cochin","940.0","1.0","No info","6442","15","5","2019"
"Air India","Delhi","Cochin","1275.0","2.0","No info","10441","5","9","2019"
"IndiGo","Mumbai","Hyderabad","95.0","0.0","No info","2227","21","5","2019"
"Jet Airways","Banglore","Delhi","165.0","0.0","No info","7229","15","4","2019"
"Jet Airways","Delhi","Cochin","360.0","1.0","In-flight meal not included","10262","6","1","2019"
"Jet Airways","Banglore","New Delhi","800.0","1.0","No info","13817","3","12","2019"
"SpiceJet","Delhi","Cochin","295.0","1.0","No info","5975","21","5","2019"
"IndiGo","Kolkata","Banglore","160.0","0.0","No info","4148","21","3","2019"
"Multiple carriers","Delhi","Cochin","570.0","1.0","No info","13587","6","6","2019"
"Jet Airways","Mumbai","Hyderabad","80.0","0.0","In-flight meal not included","2759","21","3","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","No info","7229","15","5","2019"
"Air India","Delhi","Cochin","1475.0","2.0","No info","13547","5","9","2019"
"SpiceJet","Kolkata","Banglore","155.0","0.0","No info","3873","21","6","2019"
"Jet Airways","Kolkata","Banglore","730.0","1.0","No info","14388","21","5","2019"
"Jet Airways","Kolkata","Banglore","910.0","1.0","No info","13731","24","5","2019"
"SpiceJet","Kolkata","Banglore","160.0","0.0","No check-in baggage included","3815","27","3","2019"
"Jet Airways","Mumbai","Hyderabad","90.0","0.0","No info","5678","15","3","2019"
"Jet Airways","Kolkata","Banglore","1495.0","1.0","In-flight meal not included","9663","5","9","2019"
"GoAir","Kolkata","Banglore","455.0","1.0","No info","8855","21","5","2019"
"Jet Airways","Delhi","Cochin","1125.0","2.0","No info","15129","5","9","2019"
"Jet Airways","Banglore","New Delhi","365.0","1.0","No info","13555","18","3","2019"
"Jet Airways","Kolkata","Banglore","665.0","1.0","In-flight meal not included","10844","21","5","2019"
"Jet Airways","Banglore","New Delhi","580.0","1.0","In-flight meal not included","7832","21","3","2019"
"Jet Airways","Delhi","Cochin","810.0","2.0","In-flight meal not included","11150","27","6","2019"
