Airline,Source,Destination,Flight_Duration,Total_Stops,Additional_Info,Day_of_Journey,Month_of_Journey,Year_of_Journey,Price
SpiceJet,Delhi,Cochin,270,1,No check-in baggage included,9,5,2019,4760
Multiple carriers,Delhi,Cochin,735,1,No info,27,5,2019,7740
Jet Airways,Kolkata,Banglore,570,1,No info,15,5,2019,13941
Air Asia,Delhi,Cochin,865,1,No info,6,6,2019,11410
Jet Airways,Kolkata,Banglore,1640,1,No info,1,4,2019,12681
Jet Airways,Delhi,Cochin,1615,2,No info,6,5,2019,15129
Jet Airways,Delhi,Cochin,810,2,In-flight meal not included,12,6,2019,10368
Air India,Kolkata,Banglore,725,2,No info,21,5,2019,12324
SpiceJet,Kolkata,Banglore,150,0,No check-in baggage included,15,4,2019,3841
Jet Airways,Delhi,Cochin,1375,2,No info,24,6,2019,13014
IndiGo,Delhi,Cochin,940,1,No info,27,6,2019,6442
Jet Airways,Delhi,Cochin,300,1,In-flight meal not included,18,5,2019,12373
Jet Airways,Banglore,New Delhi,845,1,No info,12,3,2019,13817
IndiGo,Banglore,Delhi,175,0,No info,24,6,2019,4823
Jet Airways,Delhi,Cochin,1395,2,In-flight meal not included,27,3,2019,9412
Air India,Delhi,Cochin,1275,2,No info,27,5,2019,10231
Jet Airways,Banglore,Delhi,175,0,No info,9,4,2019,7229
SpiceJet,Banglore,New Delhi,175,0,No check-in baggage included,24,3,2019,4273
Jet Airways,Kolkata,Banglore,1550,1,In-flight meal not included,18,5,2019,10844
IndiGo,Delhi,Cochin,325,1,No info,27,5,2019,7164
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,27,6,2019,6478
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,12,5,2019,5198
SpiceJet,Banglore,Delhi,160,0,No check-in baggage included,27,4,2019,4319
Jet Airways,Delhi,Cochin,1040,1,In-flight meal not included,27,6,2019,10262
Vistara,Delhi,Cochin,190,0,No info,18,5,2019,6741
Jet Airways,Kolkata,Banglore,510,1,No info,6,6,2019,14571
Air India,Banglore,New Delhi,725,1,Change airports,1,3,2019,26092
Air India,Delhi,Cochin,500,2,No info,27,6,2019,11753
Jet Airways,Banglore,New Delhi,900,1,In-flight meal not included,21,3,2019,7832
Vistara,Kolkata,Banglore,790,1,No info,1,5,2019,8610
Jet Airways,Kolkata,Banglore,510,1,No info,12,6,2019,13626
Jet Airways,Delhi,Cochin,1615,2,In-flight meal not included,9,6,2019,10368
IndiGo,Mumbai,Hyderabad,90,0,No info,18,6,2019,2754
Jet Airways,Kolkata,Banglore,1500,1,No info,6,6,2019,12692
IndiGo,Banglore,New Delhi,175,0,No info,1,3,2019,10067
GoAir,Delhi,Cochin,540,1,No info,3,6,2019,4959
Air India,Banglore,New Delhi,1580,2,No info,1,3,2019,19372
Air India,Mumbai,Hyderabad,80,0,No info,18,5,2019,3100
Multiple carriers,Delhi,Cochin,810,1,No info,15,5,2019,8405
Multiple carriers,Delhi,Cochin,570,1,In-flight meal not included,27,5,2019,6943
SpiceJet,Kolkata,Banglore,150,0,No check-in baggage included,27,4,2019,3841
SpiceJet,Mumbai,Hyderabad,90,0,No info,6,6,2019,2017
Vistara,Kolkata,Banglore,1065,1,No info,1,5,2019,9187
Jet Airways,Kolkata,Banglore,685,1,No info,12,5,2019,13941
Jet Airways,Delhi,Cochin,1415,2,In-flight meal not included,21,3,2019,8938
SpiceJet,Banglore,Delhi,170,0,No check-in baggage included,18,5,2019,4319
SpiceJet,Banglore,Delhi,175,0,No check-in baggage included,1,4,2019,3573
SpiceJet,Kolkata,Banglore,145,0,No check-in baggage included,3,5,2019,3841
Jet Airways,Delhi,Cochin,195,0,In-flight meal not included,27,6,2019,7202
Vistara,Kolkata,Banglore,355,1,No info,9,6,2019,9187
GoAir,Delhi,Cochin,370,1,No info,3,6,2019,6976
Jet Airways,Delhi,Cochin,1100,1,In-flight meal not included,21,5,2019,12898
Jet Airways,Delhi,Cochin,1570,1,In-flight meal not included,27,5,2019,12898
Jet Airways,Delhi,Cochin,1295,2,In-flight meal not included,15,6,2019,10588
Air India,Delhi,Cochin,1275,2,No info,24,6,2019,9181
Jet Airways,Banglore,New Delhi,1400,1,In-flight meal not included,3,3,2019,11087
Jet Airways,Delhi,Cochin,330,1,In-flight meal not included,27,6,2019,10262
Jet Airways,Delhi,Cochin,195,0,In-flight meal not included,6,4,2019,4886
IndiGo,Delhi,Cochin,355,1,No info,21,3,2019,8470
Air India,Kolkata,Banglore,805,3,No info,21,5,2019,14960
SpiceJet,Kolkata,Banglore,155,0,No info,9,5,2019,3873
Air India,Delhi,Cochin,1595,2,No info,9,3,2019,11911
Air India,Delhi,Cochin,795,1,No info,15,6,2019,8907
SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,9,5,2019,3859
Air Asia,Kolkata,Banglore,150,0,No info,24,6,2019,3807
Air Asia,Kolkata,Banglore,155,0,No info,6,3,2019,4384
Multiple carriers,Delhi,Cochin,460,1,No info,3,6,2019,11622
Vistara,Banglore,New Delhi,160,0,No info,24,3,2019,4563
SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,1,4,2019,1965
Air India,Kolkata,Banglore,155,0,No info,24,4,2019,4145
Jet Airways,Kolkata,Banglore,1410,1,In-flight meal not included,24,3,2019,10031
Air India,Banglore,New Delhi,370,1,No info,1,3,2019,11628
Jet Airways,Delhi,Cochin,330,1,In-flight meal not included,15,6,2019,10262
SpiceJet,Mumbai,Hyderabad,90,0,No info,24,6,2019,2017
Vistara,Delhi,Cochin,190,0,No info,27,4,2019,6216
Multiple carriers,Delhi,Cochin,835,3,No info,15,5,2019,16294
IndiGo,Banglore,Delhi,170,0,No info,3,6,2019,3943
Multiple carriers,Delhi,Cochin,455,1,No info,27,5,2019,7038
SpiceJet,Banglore,New Delhi,475,1,No info,9,3,2019,7294
SpiceJet,Kolkata,Banglore,145,0,No info,6,4,2019,3873
Air India,Mumbai,Hyderabad,90,0,No info,18,6,2019,3100
Multiple carriers,Delhi,Cochin,540,1,No info,27,5,2019,12507
Air Asia,Delhi,Cochin,875,1,No info,21,5,2019,6152
Air India,Kolkata,Banglore,675,1,No info,1,4,2019,8030
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,18,6,2019,5769
IndiGo,Kolkata,Banglore,155,0,No info,6,6,2019,4804
Air India,Delhi,Cochin,1420,1,No info,18,5,2019,8372
Jet Airways,Banglore,New Delhi,280,1,No info,15,3,2019,8578
Air India,Delhi,Cochin,1275,2,No info,18,5,2019,11228
Air India,Kolkata,Banglore,1385,2,No info,1,5,2019,13227
IndiGo,Banglore,New Delhi,175,0,No info,15,3,2019,8855
Multiple carriers,Delhi,Cochin,525,1,No info,12,6,2019,12192
Jet Airways,Delhi,Cochin,1195,2,No info,27,6,2019,12819
IndiGo,Banglore,Delhi,165,0,No info,27,6,2019,3943
Multiple carriers,Delhi,Cochin,755,1,In-flight meal not included,9,3,2019,18260
Air India,Banglore,Delhi,165,0,No info,18,4,2019,5228
Jet Airways,Delhi,Cochin,970,2,No info,12,6,2019,14300
Air India,Kolkata,Banglore,1830,2,No info,1,5,2019,10151
IndiGo,Kolkata,Banglore,280,1,No info,6,5,2019,5699
Vistara,Kolkata,Banglore,1655,1,No info,21,5,2019,9187
Vistara,Kolkata,Banglore,765,1,No info,6,6,2019,8452
Multiple carriers,Delhi,Cochin,665,1,No info,21,3,2019,13961
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,24,6,2019,5769
Multiple carriers,Delhi,Cochin,690,1,No info,24,6,2019,10877
IndiGo,Banglore,Delhi,170,0,No info,9,4,2019,4591
Air India,Kolkata,Banglore,1200,2,No info,6,5,2019,17732
Jet Airways,Delhi,Cochin,610,1,In-flight meal not included,9,5,2019,12373
Air Asia,Kolkata,Banglore,150,0,No info,27,6,2019,3807
Vistara,Kolkata,Banglore,790,1,No info,9,6,2019,9555
Air Asia,Banglore,Delhi,165,0,No info,6,6,2019,4483
Jet Airways,Kolkata,Banglore,400,1,No info,12,5,2019,14781
Jet Airways,Delhi,Cochin,1620,2,No info,3,6,2019,13292
Jet Airways,Delhi,Cochin,1425,1,In-flight meal not included,18,5,2019,12373
IndiGo,Delhi,Cochin,320,1,No info,21,5,2019,5530
IndiGo,Delhi,Cochin,750,1,No info,18,5,2019,7081
Jet Airways,Delhi,Cochin,1655,1,In-flight meal not included,15,6,2019,10262
Multiple carriers,Delhi,Cochin,455,1,No info,27,5,2019,9316
Jet Airways,Kolkata,Banglore,705,1,In-flight meal not included,9,5,2019,10844
IndiGo,Delhi,Cochin,810,1,No info,1,5,2019,8542
IndiGo,Banglore,Delhi,180,0,No info,15,4,2019,4823
Air India,Delhi,Cochin,1660,1,No info,6,3,2019,12940
Jet Airways,Kolkata,Banglore,450,1,No info,6,6,2019,13374
Multiple carriers,Delhi,Cochin,570,1,No info,21,3,2019,13062
Jet Airways,Delhi,Cochin,810,2,No info,3,6,2019,13014
Jet Airways,Banglore,Delhi,185,0,No info,21,6,2019,8541
Jet Airways,Kolkata,Banglore,1210,1,In-flight meal not included,24,3,2019,11134
Jet Airways,Banglore,New Delhi,615,1,In-flight meal not included,21,3,2019,7832
Multiple carriers,Delhi,Cochin,555,1,No info,9,5,2019,8888
Jet Airways,Kolkata,Banglore,865,1,In-flight meal not included,12,5,2019,9663
Multiple carriers,Delhi,Cochin,505,1,No info,6,3,2019,17267
Jet Airways,Banglore,New Delhi,890,1,In-flight meal not included,21,3,2019,7832
Vistara,Banglore,New Delhi,160,0,No info,18,3,2019,12123
Multiple carriers,Delhi,Cochin,510,1,No info,15,5,2019,8073
SpiceJet,Banglore,Delhi,170,0,No info,12,4,2019,4991
GoAir,Banglore,Delhi,165,0,No info,12,6,2019,3419
Jet Airways,Delhi,Cochin,1395,1,In-flight meal not included,27,6,2019,10262
Jet Airways,Delhi,Cochin,1010,1,In-flight meal not included,1,6,2019,10262
Air Asia,Kolkata,Banglore,150,0,No info,3,4,2019,3807
IndiGo,Mumbai,Hyderabad,85,0,No info,3,3,2019,5755
Jet Airways,Delhi,Cochin,395,1,In-flight meal not included,1,6,2019,10262
Air India,Delhi,Cochin,865,2,No info,21,5,2019,13039
Jet Airways,Banglore,New Delhi,745,1,In-flight meal not included,21,3,2019,7832
IndiGo,Chennai,Kolkata,140,0,No info,9,3,2019,6297
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,24,6,2019,3210
Multiple carriers,Delhi,Cochin,640,1,No info,3,3,2019,15147
IndiGo,Mumbai,Hyderabad,90,0,No info,24,6,2019,4049
Jet Airways,Delhi,Cochin,1630,2,No info,12,6,2019,13882
Air India,Kolkata,Banglore,745,1,No info,21,5,2019,8366
Jet Airways,Banglore,New Delhi,530,1,In-flight meal not included,15,3,2019,9134
IndiGo,Banglore,Delhi,170,0,No info,3,4,2019,4823
Air India,Kolkata,Banglore,1440,1,No info,9,4,2019,5006
Air India,Delhi,Cochin,1255,1,No info,1,6,2019,7480
Jet Airways,Kolkata,Banglore,365,1,In-flight meal not included,6,6,2019,10844
Jet Airways,Kolkata,Banglore,735,1,In-flight meal not included,1,4,2019,7064
IndiGo,Kolkata,Banglore,150,0,No info,21,6,2019,5224
Air Asia,Kolkata,Banglore,155,0,No info,15,3,2019,4384
Multiple carriers,Delhi,Cochin,750,1,No info,1,6,2019,13377
Multiple carriers,Delhi,Cochin,755,1,No info,27,5,2019,8837
Air India,Delhi,Cochin,965,1,No info,3,3,2019,16352
Air India,Delhi,Cochin,1275,2,No info,9,6,2019,10441
IndiGo,Chennai,Kolkata,140,0,No info,9,5,2019,3597
Air Asia,Kolkata,Banglore,150,0,No info,12,6,2019,3807
Jet Airways,Kolkata,Banglore,735,1,In-flight meal not included,6,5,2019,9663
Jet Airways,Kolkata,Banglore,1430,1,No info,1,4,2019,12681
Vistara,Banglore,Delhi,170,0,No info,24,5,2019,4668
Jet Airways,Delhi,Cochin,1390,2,No info,18,5,2019,15129
Multiple carriers,Delhi,Cochin,485,1,No info,3,3,2019,17057
Air India,Delhi,Cochin,640,1,No info,3,6,2019,8372
SpiceJet,Kolkata,Banglore,150,0,No info,1,3,2019,5515
Jet Airways,Kolkata,Banglore,435,1,No info,1,5,2019,8355
IndiGo,Mumbai,Hyderabad,90,0,No info,1,4,2019,2754
Multiple carriers,Delhi,Cochin,630,1,No info,15,6,2019,13377
Jet Airways,Delhi,Cochin,1395,1,No info,9,5,2019,15554
IndiGo,Kolkata,Banglore,150,0,No info,18,5,2019,5224
IndiGo,Delhi,Cochin,300,1,No info,9,6,2019,6069
Jet Airways,Delhi,Cochin,1505,1,In-flight meal not included,9,5,2019,12373
Jet Airways,Kolkata,Banglore,585,1,In-flight meal not included,12,6,2019,6959
SpiceJet,Kolkata,Banglore,145,0,No check-in baggage included,27,5,2019,3841
Air India,Delhi,Cochin,925,1,No info,15,5,2019,8669
Jet Airways,Delhi,Cochin,810,2,No info,1,6,2019,13014
Jet Airways,Kolkata,Banglore,1215,1,No info,6,6,2019,13731
Multiple carriers,Delhi,Cochin,930,1,No info,21,5,2019,7888
Vistara,Kolkata,Banglore,900,1,No info,24,3,2019,12942
Vistara,Mumbai,Hyderabad,1290,1,No info,6,3,2019,12395
Jet Airways,Kolkata,Banglore,425,1,No info,9,6,2019,14571
IndiGo,Banglore,Delhi,175,0,No info,27,4,2019,4591
Air India,Kolkata,Banglore,1700,2,No info,9,5,2019,12592
IndiGo,Kolkata,Banglore,150,0,No info,6,6,2019,4804
Jet Airways,Kolkata,Banglore,1090,1,No info,21,5,2019,14388
Air India,Delhi,Cochin,1275,2,No info,9,3,2019,14851
Jet Airways,Kolkata,Banglore,665,1,In-flight meal not included,18,5,2019,8586
Jet Airways,Banglore,New Delhi,640,1,1 Long layover,1,3,2019,31825
Jet Airways,Delhi,Cochin,600,2,No info,9,6,2019,14237
IndiGo,Kolkata,Banglore,290,1,No info,6,6,2019,5069
Jet Airways,Delhi,Cochin,330,1,No info,1,6,2019,16079
Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,15,5,2019,9663
Multiple carriers,Delhi,Cochin,570,1,No info,27,5,2019,13587
Air India,Kolkata,Banglore,1605,1,No info,24,3,2019,10808
Multiple carriers,Delhi,Cochin,555,1,In-flight meal not included,27,5,2019,11446
Air India,Mumbai,Hyderabad,75,0,No info,1,5,2019,3100
GoAir,Kolkata,Banglore,455,1,No info,1,5,2019,6484
IndiGo,Mumbai,Hyderabad,90,0,No info,9,5,2019,4049
SpiceJet,Banglore,New Delhi,170,0,No check-in baggage included,24,3,2019,3873
IndiGo,Banglore,New Delhi,310,1,No info,9,3,2019,7280
Air India,Mumbai,Hyderabad,90,0,No info,27,5,2019,3625
SpiceJet,Banglore,Delhi,175,0,No check-in baggage included,15,6,2019,3919
Jet Airways,Delhi,Cochin,1005,1,No info,9,5,2019,15554
IndiGo,Chennai,Kolkata,140,0,No info,3,6,2019,3850
Jet Airways,Delhi,Cochin,1195,2,No info,21,5,2019,15129
Jet Airways,Banglore,Delhi,185,0,No info,12,5,2019,7229
IndiGo,Banglore,Delhi,175,0,No info,27,4,2019,4823
IndiGo,Banglore,Delhi,175,0,No info,15,5,2019,4823
Vistara,Kolkata,Banglore,1560,1,No info,24,3,2019,11682
IndiGo,Banglore,Delhi,175,0,No info,21,4,2019,4823
Jet Airways,Delhi,Cochin,925,1,In-flight meal not included,9,6,2019,10262
IndiGo,Delhi,Cochin,665,1,No info,6,6,2019,6818
SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,27,5,2019,1965
Vistara,Kolkata,Banglore,975,1,No info,12,5,2019,9345
IndiGo,Delhi,Cochin,380,1,No info,6,6,2019,6938
Jet Airways,Delhi,Cochin,1615,2,In-flight meal not included,15,6,2019,10368
Air India,Delhi,Cochin,1245,2,No info,12,6,2019,11753
Air India,Delhi,Cochin,1485,2,No info,27,5,2019,12488
Jet Airways,Kolkata,Banglore,345,1,In-flight meal not included,12,6,2019,9899
Multiple carriers,Delhi,Cochin,585,1,No info,6,6,2019,11622
SpiceJet,Kolkata,Banglore,160,0,No info,27,3,2019,3847
Jet Airways,Delhi,Cochin,335,1,No info,27,6,2019,16079
Jet Airways,Banglore,Delhi,165,0,In-flight meal not included,18,6,2019,6478
Air India,Delhi,Cochin,180,0,No info,21,6,2019,5201
Air Asia,Kolkata,Banglore,155,0,No info,9,5,2019,4409
Jet Airways,Banglore,New Delhi,1475,1,No info,6,3,2019,17261
Vistara,Banglore,Delhi,155,0,No info,27,5,2019,4878
SpiceJet,Banglore,Delhi,160,0,No check-in baggage included,18,5,2019,3573
Jet Airways,Kolkata,Banglore,1220,1,In-flight meal not included,18,5,2019,10844
IndiGo,Kolkata,Banglore,155,0,No info,21,4,2019,4804
Air India,Delhi,Cochin,180,0,No info,27,6,2019,5201
Multiple carriers,Delhi,Cochin,375,1,No info,18,5,2019,14533
SpiceJet,Kolkata,Banglore,140,0,No info,12,4,2019,3873
SpiceJet,Chennai,Kolkata,140,0,No check-in baggage included,6,6,2019,3543
Multiple carriers,Delhi,Cochin,640,1,No info,21,3,2019,7215
Multiple carriers,Delhi,Cochin,510,1,No info,21,3,2019,11999
IndiGo,Mumbai,Hyderabad,90,0,No info,18,5,2019,2754
Jet Airways,Banglore,New Delhi,950,1,No info,12,3,2019,13817
Air Asia,Kolkata,Banglore,150,0,No info,15,6,2019,4107
Multiple carriers,Delhi,Cochin,720,1,No info,9,5,2019,8073
IndiGo,Mumbai,Hyderabad,90,0,No info,27,6,2019,2227
Jet Airways,Kolkata,Banglore,1295,1,In-flight meal not included,6,6,2019,10539
IndiGo,Banglore,Delhi,165,0,No info,3,5,2019,3943
Jet Airways,Kolkata,Banglore,1575,1,In-flight meal not included,24,5,2019,10844
SpiceJet,Banglore,New Delhi,170,0,No info,24,3,2019,3925
Jet Airways,Mumbai,Hyderabad,85,0,In-flight meal not included,1,5,2019,3210
Jet Airways,Banglore,Delhi,180,0,No info,6,6,2019,8016
SpiceJet,Kolkata,Banglore,150,0,No check-in baggage included,12,4,2019,3841
Jet Airways,Kolkata,Banglore,450,1,No info,9,5,2019,14388
IndiGo,Chennai,Kolkata,140,0,No info,18,6,2019,3597
Multiple carriers,Delhi,Cochin,630,1,In-flight meal not included,9,3,2019,14086
IndiGo,Banglore,Delhi,170,0,No info,9,6,2019,3749
Jet Airways,Banglore,Delhi,165,0,No info,24,5,2019,7229
Multiple carriers,Delhi,Cochin,840,1,No info,6,3,2019,15603
IndiGo,Banglore,Delhi,170,0,No info,27,5,2019,4823
Jet Airways,Mumbai,Hyderabad,90,0,No info,3,4,2019,8040
Jet Airways,Kolkata,Banglore,1655,1,No info,6,5,2019,13941
Jet Airways,Delhi,Cochin,395,1,No info,6,6,2019,14714
Vistara,Kolkata,Banglore,700,1,No info,1,4,2019,7927
Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,15,5,2019,4030
IndiGo,Delhi,Cochin,710,1,No info,21,3,2019,8285
Jet Airways,Kolkata,Banglore,590,1,In-flight meal not included,6,5,2019,10844
Jet Airways,Kolkata,Banglore,1610,1,In-flight meal not included,12,5,2019,9663
IndiGo,Kolkata,Banglore,165,0,No info,27,3,2019,4148
IndiGo,Delhi,Cochin,295,1,No info,24,6,2019,6496
IndiGo,Kolkata,Banglore,165,0,No info,18,3,2019,4148
Jet Airways,Kolkata,Banglore,790,1,No info,24,3,2019,13339
Jet Airways,Delhi,Cochin,1630,2,No info,15,6,2019,13882
IndiGo,Banglore,Delhi,165,0,No info,12,5,2019,3943
Jet Airways,Banglore,New Delhi,950,1,In-flight meal not included,12,3,2019,11087
Jet Airways,Delhi,Cochin,505,2,In-flight meal not included,6,6,2019,15318
SpiceJet,Kolkata,Banglore,140,0,No info,6,6,2019,3873
Multiple carriers,Delhi,Cochin,845,1,No info,27,5,2019,11573
Vistara,Banglore,Delhi,170,0,No info,15,5,2019,4668
Air India,Banglore,New Delhi,980,2,No info,1,3,2019,13576
Air India,Banglore,New Delhi,1510,1,1 Long layover,1,3,2019,15434
Vistara,Banglore,Delhi,170,0,No info,21,4,2019,5403
Jet Airways,Delhi,Cochin,2300,2,No info,6,3,2019,16914
Jet Airways,Kolkata,Banglore,665,1,No info,21,5,2019,14781
Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,9,4,2019,4544
Air India,Kolkata,Banglore,1195,2,No info,12,6,2019,9416
Vistara,Kolkata,Banglore,945,1,No info,9,6,2019,8662
Air India,Delhi,Cochin,555,1,No info,24,6,2019,9194
SpiceJet,Kolkata,Banglore,155,0,No info,3,6,2019,3873
IndiGo,Kolkata,Banglore,295,1,No info,9,6,2019,11465
Air India,Delhi,Cochin,795,1,No info,9,6,2019,8907
Air India,Delhi,Cochin,1560,2,No info,21,3,2019,8770
Jet Airways,Delhi,Cochin,1110,1,No info,27,3,2019,12242
Multiple carriers,Delhi,Cochin,540,1,No info,12,6,2019,12192
Vistara,Kolkata,Banglore,1655,1,No info,1,4,2019,8505
Jet Airways,Kolkata,Banglore,1155,1,In-flight meal not included,9,5,2019,9663
Multiple carriers,Delhi,Cochin,705,1,No info,15,6,2019,8614
Jet Airways,Delhi,Cochin,1375,2,No info,24,6,2019,13292
Multiple carriers,Delhi,Cochin,490,1,No info,3,6,2019,7740
IndiGo,Delhi,Cochin,415,1,No info,1,5,2019,8854
IndiGo,Delhi,Cochin,765,2,No info,6,3,2019,7682
IndiGo,Kolkata,Banglore,155,0,No info,9,5,2019,4804
Vistara,Banglore,Delhi,170,0,No info,21,5,2019,4668
Multiple carriers,Delhi,Cochin,615,1,In-flight meal not included,24,6,2019,5797
Air India,Delhi,Cochin,180,0,No info,3,4,2019,4729
Multiple carriers,Delhi,Cochin,750,1,No info,21,5,2019,7888
IndiGo,Kolkata,Banglore,290,1,No info,24,5,2019,5069
Air India,Delhi,Cochin,2280,3,No info,21,3,2019,9128
Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,1,5,2019,9663
Air India,Delhi,Cochin,765,1,No info,6,6,2019,7952
Jet Airways,Delhi,Cochin,1595,1,In-flight meal not included,24,6,2019,10262
Jet Airways,Delhi,Cochin,1000,2,No info,6,6,2019,13882
IndiGo,Banglore,Delhi,170,0,No info,12,5,2019,4591
Air India,Mumbai,Hyderabad,255,2,No info,12,3,2019,16172
IndiGo,Banglore,Delhi,165,0,No info,18,4,2019,4591
IndiGo,Mumbai,Hyderabad,90,0,No info,24,6,2019,4049
IndiGo,Kolkata,Banglore,155,0,No info,3,5,2019,4804
Multiple carriers,Delhi,Cochin,450,1,No info,27,3,2019,6673
Jet Airways,Delhi,Cochin,1760,2,In-flight meal not included,27,6,2019,11150
Air India,Delhi,Cochin,1380,2,No info,15,6,2019,13591
IndiGo,Banglore,Delhi,165,0,No info,9,5,2019,4077
Multiple carriers,Delhi,Cochin,730,1,In-flight meal not included,1,6,2019,12927
Jet Airways,Delhi,Cochin,425,2,No info,21,5,2019,16274
Vistara,Banglore,Delhi,160,0,No info,15,5,2019,4668
Jet Airways,Delhi,Cochin,940,1,In-flight meal not included,27,5,2019,12898
Air India,Mumbai,Hyderabad,465,1,No info,6,3,2019,11678
IndiGo,Delhi,Cochin,345,1,No info,12,6,2019,5775
SpiceJet,Kolkata,Banglore,150,0,No info,1,3,2019,5515
Jet Airways,Banglore,New Delhi,610,1,No info,18,3,2019,13555
Jet Airways,Kolkata,Banglore,730,1,No info,24,5,2019,14571
SpiceJet,Mumbai,Hyderabad,90,0,No info,9,6,2019,2227
Air India,Banglore,Delhi,170,0,No info,24,6,2019,6961
Air India,Delhi,Cochin,735,1,No info,9,3,2019,15704
Jet Airways,Mumbai,Hyderabad,90,0,No info,6,3,2019,8040
Jet Airways,Delhi,Cochin,550,1,No info,1,6,2019,14714
Jet Airways,Delhi,Cochin,1325,2,In-flight meal not included,27,3,2019,9296
Multiple carriers,Delhi,Cochin,600,1,No info,21,5,2019,10197
Air India,Delhi,Cochin,375,1,No info,12,6,2019,8372
Vistara,Delhi,Cochin,175,0,No info,9,3,2019,6741
IndiGo,Chennai,Kolkata,155,0,No info,9,3,2019,6297
Jet Airways,Kolkata,Banglore,590,1,No info,12,6,2019,13626
Jet Airways,Delhi,Cochin,1430,2,No info,27,5,2019,15129
IndiGo,Delhi,Cochin,345,1,No info,21,3,2019,6426
Jet Airways,Delhi,Cochin,495,2,No info,9,3,2019,20904
Air Asia,Delhi,Cochin,625,1,No info,9,4,2019,6451
Air India,Banglore,New Delhi,855,1,No info,1,3,2019,12704
Jet Airways,Kolkata,Banglore,800,1,No info,24,5,2019,13067
Jet Airways,Banglore,Delhi,165,0,No info,18,5,2019,7229
Jet Airways,Delhi,Cochin,2040,2,No info,21,3,2019,12347
Multiple carriers,Delhi,Cochin,425,1,No info,3,3,2019,17057
Air India,Kolkata,Banglore,535,2,No info,18,5,2019,8366
Multiple carriers,Delhi,Cochin,930,1,No info,9,5,2019,15078
Air Asia,Kolkata,Banglore,710,1,No info,9,6,2019,7870
IndiGo,Mumbai,Hyderabad,90,0,No info,12,5,2019,3603
Air India,Kolkata,Banglore,555,1,No info,12,6,2019,11936
Multiple carriers,Delhi,Cochin,930,1,In-flight meal not included,27,5,2019,8925
Air India,Delhi,Cochin,180,0,No info,21,4,2019,6934
Jet Airways,Delhi,Cochin,450,1,In-flight meal not included,15,4,2019,6542
IndiGo,Kolkata,Banglore,155,0,No info,15,3,2019,4778
IndiGo,Kolkata,Banglore,155,0,No info,24,5,2019,4804
Jet Airways,Kolkata,Banglore,870,1,No info,12,5,2019,14151
Multiple carriers,Delhi,Cochin,375,1,No info,1,6,2019,16108
