,Airline,Source,Destination,Flight_Duration,Total_Stops,Additional_Info,Price,Day_of_Journey,Month_of_Journey,Year_of_Journey
2435,Jet Airways,Kolkata,Banglore,800,1.0,No info,14571,6,9,2019
2436,Multiple carriers,Delhi,Cochin,525,1.0,No info,10197,18,5,2019
2437,SpiceJet,Delhi,Cochin,295,1.0,No info,5975,6,1,2019
2438,Multiple carriers,Delhi,Cochin,465,1.0,No info,8535,4,9,2019
2439,Multiple carriers,Delhi,Cochin,665,1.0,No info,12537,27,3,2019
2440,Air India,Kolkata,Banglore,155,0.0,No info,4145,24,5,2019
2441,IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049,15,3,2019
2442,Air Asia,Kolkata,Banglore,720,1.0,No info,5192,5,9,2019
2443,Air India,Banglore,Delhi,170,0.0,No info,6121,5,9,2019
2444,Air India,Delhi,Cochin,925,1.0,No info,8669,24,6,2019
2445,Multiple carriers,Delhi,Cochin,795,1.0,No info,8476,18,5,2019
2446,SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,2647,21,6,2019
2447,Jet Airways,Delhi,Cochin,1325,1.0,No info,14714,6,6,2019
2448,Air India,Delhi,Cochin,705,1.0,No info,10566,3,6,2019
2449,Jet Airways,Delhi,Cochin,450,1.0,In-flight meal not included,10262,15,6,2019
2450,Multiple carriers,Delhi,Cochin,935,1.0,No info,8098,21,3,2019
2451,Multiple carriers,Delhi,Cochin,660,1.0,No info,6883,27,3,2019
2452,Multiple carriers,Delhi,Cochin,555,1.0,No info,16108,15,6,2019
2453,SpiceJet,Kolkata,Banglore,150,0.0,No check-in baggage included,4413,18,3,2019
2454,Jet Airways,Delhi,Cochin,1320,2.0,In-flight meal not included,10919,6,1,2019
2455,IndiGo,Kolkata,Banglore,160,0.0,No info,4804,5,9,2019
2456,Jet Airways,Kolkata,Banglore,870,1.0,In-flight meal not included,10539,6,6,2019
2457,IndiGo,Banglore,New Delhi,170,0.0,No info,4377,3,9,2019
2458,Air India,Banglore,Delhi,165,0.0,No info,6961,6,6,2019
2459,Multiple carriers,Delhi,Cochin,480,1.0,No info,7408,27,5,2019
2460,IndiGo,Banglore,Delhi,175,0.0,No info,4823,5,9,2019
2461,IndiGo,Kolkata,Banglore,155,0.0,No info,5198,21,3,2019
2462,Jet Airways,Delhi,Cochin,1530,1.0,In-flight meal not included,10262,6,1,2019
2463,Vistara,Banglore,Delhi,155,0.0,No info,5613,27,4,2019
2464,Jet Airways,Delhi,Cochin,450,1.0,In-flight meal not included,10262,6,12,2019
2465,IndiGo,Mumbai,Hyderabad,90,0.0,No info,5755,5,3,2019
2466,Vistara,Chennai,Kolkata,135,0.0,No info,3687,21,5,2019
2467,Jet Airways,Mumbai,Hyderabad,90,0.0,No info,5678,6,3,2019
2468,Multiple carriers,Delhi,Cochin,440,1.0,No info,13542,21,3,2019
2469,Jet Airways,Delhi,Cochin,1415,1.0,No info,12347,21,3,2019
2470,Jet Airways,Kolkata,Banglore,575,1.0,In-flight meal not included,12384,21,5,2019
2471,Jet Airways,Delhi,Cochin,1375,2.0,No info,10909,4,9,2019
2472,IndiGo,Banglore,Delhi,180,0.0,No info,4823,6,3,2019
2473,IndiGo,Delhi,Cochin,300,1.0,No info,6069,6,12,2019
2474,Jet Airways,Delhi,Cochin,1620,1.0,In-flight meal not included,12898,21,5,2019
2475,IndiGo,Kolkata,Banglore,155,0.0,No info,4804,15,6,2019
2476,Jet Airways,Kolkata,Banglore,1220,1.0,In-flight meal not included,10031,24,3,2019
2477,IndiGo,Delhi,Cochin,895,1.0,No info,6442,6,9,2019
2478,Air India,Delhi,Cochin,1180,2.0,No info,9653,21,5,2019
2479,Vistara,Kolkata,Banglore,1640,1.0,No info,8610,6,9,2019
2480,Jet Airways,Delhi,Cochin,300,1.0,No info,14714,6,12,2019
2481,Air India,Banglore,New Delhi,1405,1.0,1 Long layover,12599,3,1,2019
2482,Multiple carriers,Delhi,Cochin,845,1.0,No info,9103,5,9,2019
2483,Jet Airways,Delhi,Cochin,335,1.0,In-flight meal not included,12898,21,5,2019
2484,SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,2647,6,6,2019
2485,Jet Airways,Mumbai,Hyderabad,85,0.0,No info,5678,3,3,2019
2486,Jet Airways,Delhi,Cochin,1040,1.0,In-flight meal not included,12373,18,5,2019
2487,SpiceJet,Kolkata,Banglore,150,0.0,No info,3847,27,3,2019
2488,Jet Airways,Kolkata,Banglore,1500,1.0,No info,14151,21,5,2019
2489,Jet Airways,Delhi,Cochin,1225,1.0,In-flight meal not included,13843,3,6,2019
2490,Jet Airways,Banglore,Delhi,175,0.0,No info,7229,18,5,2019
2491,Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,4995,18,6,2019
2492,Jet Airways,Delhi,Cochin,450,1.0,In-flight meal not included,10262,6,6,2019
2493,Jet Airways,Delhi,Cochin,1375,2.0,In-flight meal not included,13029,5,9,2019
2494,Jet Airways,Delhi,Cochin,550,1.0,In-flight meal not included,14053,3,9,2019
2495,Jet Airways,Banglore,New Delhi,885,1.0,1 Long layover,26890,3,1,2019
2496,SpiceJet,Kolkata,Banglore,150,0.0,No check-in baggage included,3841,4,1,2019
2497,Air India,Banglore,New Delhi,745,1.0,No info,11003,3,1,2019
2498,Vistara,Banglore,Delhi,170,0.0,No info,5403,4,9,2019
2499,Multiple carriers,Delhi,Cochin,650,1.0,No info,15342,3,3,2019
2500,Air India,Kolkata,Banglore,1035,2.0,No info,12224,6,12,2019
2501,IndiGo,Chennai,Kolkata,140,0.0,No info,6297,15,3,2019
2502,SpiceJet,Kolkata,Banglore,330,1.0,No info,8844,5,1,2019
2503,Multiple carriers,Delhi,Cochin,690,1.0,No info,13377,6,1,2019
2504,GoAir,Banglore,New Delhi,175,0.0,No info,5706,3,9,2019
2505,Air India,Delhi,Cochin,640,1.0,No info,8372,6,12,2019
2506,IndiGo,Delhi,Cochin,860,1.0,No info,6526,27,5,2019
2507,IndiGo,Banglore,Delhi,170,0.0,No info,4823,6,1,2019
2508,IndiGo,Mumbai,Hyderabad,90,0.0,No info,3175,24,6,2019
2509,Multiple carriers,Delhi,Cochin,600,1.0,No info,10407,5,6,2019
2510,IndiGo,Banglore,Delhi,170,0.0,No info,4423,18,4,2019
2511,Vistara,Kolkata,Banglore,1640,1.0,No info,9555,5,9,2019
2512,Jet Airways,Kolkata,Banglore,1430,1.0,No info,12681,4,1,2019
2513,Jet Airways,Kolkata,Banglore,875,1.0,No info,13059,6,6,2019
2514,Jet Airways,Kolkata,Banglore,1055,1.0,In-flight meal not included,8586,5,9,2019
2515,GoAir,Banglore,Delhi,165,0.0,No info,3419,4,6,2019
2516,SpiceJet,Kolkata,Banglore,150,0.0,No info,3873,6,3,2019
2517,Air India,Kolkata,Banglore,625,1.0,No info,10203,6,6,2019
2518,Jet Airways,Delhi,Cochin,535,2.0,In-flight meal not included,13029,27,5,2019
2519,Jet Airways,Kolkata,Banglore,365,1.0,In-flight meal not included,10844,15,5,2019
2520,Jet Airways,Kolkata,Banglore,795,1.0,In-flight meal not included,11134,24,3,2019
2521,Vistara,Kolkata,Banglore,1350,1.0,No info,8610,6,12,2019
2522,IndiGo,Kolkata,Banglore,155,0.0,No info,4174,15,4,2019
2523,Jet Airways,Banglore,New Delhi,1530,1.0,In-flight meal not included,11087,3,9,2019
2524,SpiceJet,Banglore,Delhi,175,0.0,No info,3971,18,6,2019
2525,Jet Airways,Delhi,Cochin,715,1.0,No info,17531,4,9,2019
2526,SpiceJet,Banglore,Delhi,160,0.0,No check-in baggage included,3573,6,6,2019
2527,Air India,Kolkata,Banglore,1350,1.0,No info,8366,5,1,2019
2528,Air India,Kolkata,Banglore,150,0.0,No info,13885,3,3,2019
2529,Multiple carriers,Delhi,Cochin,460,2.0,No info,18485,6,9,2019
2530,Air Asia,Kolkata,Banglore,150,0.0,No info,4409,27,4,2019
2531,Vistara,Kolkata,Banglore,1625,1.0,No info,8085,5,1,2019
2532,Multiple carriers,Delhi,Cochin,480,1.0,No info,13377,6,6,2019
2533,Air India,Delhi,Cochin,1100,2.0,No info,13538,21,5,2019
2534,Multiple carriers,Delhi,Cochin,395,1.0,No info,15147,3,6,2019
2535,Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,4030,27,5,2019
2536,Multiple carriers,Delhi,Cochin,675,1.0,No info,14848,6,6,2019
2537,Jet Airways,Banglore,New Delhi,565,1.0,No info,13555,18,3,2019
2538,Air India,Delhi,Cochin,1580,2.0,No info,10975,18,5,2019
2539,Jet Airways,Delhi,Cochin,1615,2.0,In-flight meal not included,13029,21,5,2019
2540,Jet Airways,Kolkata,Banglore,1495,1.0,In-flight meal not included,9663,5,12,2019
2541,Jet Airways,Mumbai,Hyderabad,90,0.0,In-flight meal not included,4050,6,1,2019
2542,Jet Airways,Delhi,Cochin,655,1.0,No info,14714,6,3,2019
2543,Air India,Banglore,New Delhi,655,2.0,No info,11213,3,1,2019
2544,Jet Airways,Banglore,Delhi,165,0.0,In-flight meal not included,4544,4,9,2019
2545,SpiceJet,Kolkata,Banglore,145,0.0,No info,3873,15,6,2019
2546,Multiple carriers,Delhi,Cochin,480,1.0,No info,12537,4,9,2019
2547,Jet Airways,Kolkata,Banglore,575,1.0,No info,13067,5,6,2019
2548,Jet Airways,Delhi,Cochin,1760,2.0,No info,16704,5,9,2019
2549,Air India,Banglore,New Delhi,330,1.0,No info,8714,15,3,2019
2550,Jet Airways,Delhi,Cochin,1320,2.0,No info,13376,6,3,2019
2551,SpiceJet,Chennai,Kolkata,135,0.0,No info,3597,27,6,2019
2552,Multiple carriers,Delhi,Cochin,760,1.0,No info,7670,18,5,2019
2553,Air India,Kolkata,Banglore,2245,2.0,No info,14410,24,3,2019
2554,Air India,Delhi,Cochin,1420,1.0,No info,7480,15,5,2019
2555,Jet Airways,Kolkata,Banglore,1335,1.0,No info,13584,5,9,2019
2556,Jet Airways,Banglore,New Delhi,1050,1.0,1 Long layover,25735,3,1,2019
2557,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,4544,4,1,2019
2558,Multiple carriers,Delhi,Cochin,600,1.0,No info,8099,21,5,2019
2559,Jet Airways,Kolkata,Banglore,730,1.0,In-flight meal not included,10844,15,5,2019
2560,Jet Airways,Delhi,Cochin,550,1.0,No info,12557,21,3,2019
2561,Jet Airways,Delhi,Cochin,195,0.0,No info,9564,5,9,2019
2562,Jet Airways,Banglore,New Delhi,725,1.0,No info,13817,3,12,2019
2563,Jet Airways,Kolkata,Banglore,575,1.0,In-flight meal not included,12384,18,5,2019
2564,Multiple carriers,Delhi,Cochin,860,1.0,No info,7575,21,5,2019
2565,Air India,Kolkata,Banglore,1155,2.0,No info,14120,5,6,2019
2566,Multiple carriers,Delhi,Cochin,915,1.0,No info,6916,3,9,2019
2567,Multiple carriers,Delhi,Cochin,920,1.0,No info,7878,27,5,2019
2568,Jet Airways,Banglore,New Delhi,1290,1.0,In-flight meal not included,11087,18,3,2019
2569,IndiGo,Kolkata,Banglore,150,0.0,No info,4804,27,4,2019
2570,SpiceJet,Chennai,Kolkata,135,0.0,No info,3597,15,6,2019
2571,Air India,Kolkata,Banglore,2065,2.0,No info,12723,15,5,2019
2572,IndiGo,Mumbai,Hyderabad,95,0.0,No info,2227,15,5,2019
2573,Air India,Delhi,Cochin,735,1.0,No info,9929,24,5,2019
2574,Jet Airways,Kolkata,Banglore,730,1.0,In-flight meal not included,11841,6,9,2019
2575,Jet Airways,Delhi,Cochin,1015,1.0,In-flight meal not included,12373,5,9,2019
2576,Jet Airways,Delhi,Cochin,1325,1.0,In-flight meal not included,12898,21,5,2019
2577,Air India,Delhi,Cochin,1545,2.0,No info,15113,3,3,2019
2578,Multiple carriers,Delhi,Cochin,440,1.0,No info,10529,18,5,2019
2579,Air India,Delhi,Cochin,1115,2.0,No info,8875,27,3,2019
2580,Jet Airways,Kolkata,Banglore,740,1.0,In-flight meal not included,10844,15,5,2019
2581,Air India,Banglore,New Delhi,165,0.0,No info,15676,3,1,2019
2582,Jet Airways,Kolkata,Banglore,910,1.0,In-flight meal not included,7064,4,1,2019
2583,Jet Airways,Kolkata,Banglore,685,1.0,In-flight meal not included,10844,6,9,2019
2584,Jet Airways,Mumbai,Hyderabad,1610,1.0,No info,19595,3,6,2019
2585,Jet Airways,Kolkata,Banglore,1090,1.0,No info,13941,5,1,2019
2586,IndiGo,Delhi,Cochin,455,1.0,No info,6790,21,3,2019
2587,SpiceJet,Kolkata,Banglore,145,0.0,No check-in baggage included,3841,27,4,2019
2588,Jet Airways,Banglore,New Delhi,1280,1.0,In-flight meal not included,11087,18,3,2019
2589,Air India,Delhi,Cochin,1410,2.0,No info,11491,15,5,2019
2590,IndiGo,Banglore,Delhi,170,0.0,No info,3943,4,9,2019
2591,Jet Airways,Banglore,New Delhi,1200,1.0,No info,22270,3,1,2019
2592,Vistara,Banglore,Delhi,155,0.0,No info,4878,6,9,2019
2593,Jet Airways,Delhi,Cochin,335,1.0,No info,14714,6,9,2019
2594,Multiple carriers,Delhi,Cochin,740,1.0,No info,10877,24,6,2019
2595,Air India,Delhi,Cochin,1410,2.0,No info,9653,15,6,2019
2596,Jet Airways,Kolkata,Banglore,960,1.0,No info,14571,24,5,2019
2597,Jet Airways,Kolkata,Banglore,1550,1.0,In-flight meal not included,7064,4,1,2019
2598,IndiGo,Kolkata,Banglore,155,0.0,No info,5618,3,6,2019
2599,Multiple carriers,Delhi,Cochin,690,1.0,No info,13727,15,5,2019
2600,Vistara,Delhi,Cochin,190,0.0,No info,4851,4,1,2019
2601,Air India,Kolkata,Banglore,760,2.0,No info,15187,24,3,2019
2602,GoAir,Banglore,Delhi,175,0.0,No info,3419,15,5,2019
2603,IndiGo,Banglore,Delhi,165,0.0,No info,3943,4,1,2019
2604,Jet Airways,Delhi,Cochin,1615,2.0,No info,15129,18,5,2019
2605,IndiGo,Banglore,Delhi,170,0.0,No info,3419,21,6,2019
2606,Air India,Delhi,Cochin,1395,2.0,No info,10861,21,5,2019
2607,IndiGo,Delhi,Cochin,295,1.0,No info,7074,21,4,2019
2608,Air India,Kolkata,Banglore,1780,2.0,No info,11542,5,6,2019
2609,IndiGo,Delhi,Cochin,320,1.0,No info,6968,21,4,2019
2610,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,5769,6,12,2019
2611,Vistara,Kolkata,Banglore,1580,1.0,No info,7927,6,12,2019
2612,Jet Airways,Kolkata,Banglore,800,1.0,No info,13044,6,12,2019
2613,Jet Airways,Delhi,Cochin,810,2.0,No info,15129,21,5,2019
2614,SpiceJet,Kolkata,Banglore,145,0.0,No check-in baggage included,3841,5,1,2019
2615,IndiGo,Kolkata,Banglore,155,0.0,No info,4804,24,6,2019
2616,SpiceJet,Banglore,Delhi,160,0.0,No check-in baggage included,4319,4,12,2019
2617,Jet Airways,Delhi,Cochin,1270,1.0,No info,16079,27,5,2019
2618,Jet Airways,Banglore,New Delhi,375,1.0,No info,54826,18,3,2019
2619,IndiGo,Delhi,Cochin,485,1.0,No info,12351,3,9,2019
2620,Jet Airways,Kolkata,Banglore,1570,1.0,No info,13067,5,6,2019
2621,Jet Airways,Banglore,New Delhi,765,1.0,No info,13817,3,12,2019
2622,SpiceJet,Banglore,Delhi,175,0.0,No info,3625,21,5,2019
2623,Air India,Mumbai,Hyderabad,1775,3.0,No info,18293,3,12,2019
2624,Vistara,Banglore,Delhi,165,0.0,No info,5613,4,1,2019
2625,Air India,Delhi,Cochin,1565,1.0,No info,11038,3,6,2019
2626,IndiGo,Banglore,Delhi,165,0.0,No info,4077,4,3,2019
2627,Multiple carriers,Delhi,Cochin,780,1.0,No info,6883,27,3,2019
2628,Air India,Banglore,New Delhi,165,0.0,No info,19508,3,3,2019
2629,Air India,Banglore,New Delhi,865,1.0,No info,8714,15,3,2019
2630,IndiGo,Kolkata,Banglore,155,0.0,No info,4804,5,1,2019
2631,Multiple carriers,Delhi,Cochin,450,1.0,No info,15078,3,3,2019
2632,SpiceJet,Kolkata,Banglore,150,0.0,No check-in baggage included,4807,21,4,2019
2633,Multiple carriers,Delhi,Cochin,565,3.0,No info,21829,3,6,2019
2634,Vistara,Banglore,New Delhi,160,0.0,No info,5403,24,3,2019
2635,Jet Airways,Banglore,New Delhi,550,1.0,No info,26890,3,1,2019
2636,GoAir,Kolkata,Banglore,495,1.0,No info,7335,18,5,2019
2637,Jet Airways,Delhi,Cochin,650,2.0,In-flight meal not included,9412,27,3,2019
2638,Jet Airways,Kolkata,Banglore,685,1.0,In-flight meal not included,10844,21,5,2019
2639,IndiGo,Banglore,Delhi,175,0.0,No info,4990,6,6,2019
2640,Jet Airways,Delhi,Cochin,1760,2.0,No info,16704,27,5,2019
2641,Air India,Delhi,Cochin,2240,2.0,No info,7711,4,9,2019
2642,Jet Airways,Delhi,Cochin,655,1.0,In-flight meal not included,10262,6,3,2019
2643,Multiple carriers,Delhi,Cochin,490,1.0,In-flight meal not included,6007,24,6,2019
2644,Air India,Kolkata,Banglore,1200,2.0,No info,12219,4,1,2019
2645,GoAir,Banglore,Delhi,165,0.0,No info,3898,5,1,2019
2646,Jet Airways,Kolkata,Banglore,1745,1.0,No info,11467,5,6,2019
2647,Air India,Kolkata,Banglore,725,2.0,No info,12534,18,5,2019
2648,Jet Airways,Kolkata,Banglore,590,1.0,In-flight meal not included,10844,6,6,2019
2649,SpiceJet,Banglore,New Delhi,170,0.0,No info,4377,24,3,2019
2650,Vistara,Chennai,Kolkata,140,0.0,No info,11982,6,9,2019
2651,SpiceJet,Banglore,Delhi,170,0.0,No info,4423,6,9,2019
2652,Jet Airways,Delhi,Cochin,550,1.0,No info,17234,3,3,2019
2653,Vistara,Kolkata,Banglore,945,1.0,No info,8295,4,1,2019
2654,Jet Airways,Delhi,Cochin,2295,2.0,In-flight meal not included,15864,3,6,2019
2655,GoAir,Banglore,Delhi,170,0.0,No info,3398,27,5,2019
2656,Multiple carriers,Delhi,Cochin,750,1.0,No info,7198,6,9,2019
2657,Jet Airways,Banglore,Delhi,165,0.0,No info,7229,4,6,2019
2658,Jet Airways,Delhi,Cochin,1375,2.0,No info,13014,6,12,2019
2659,Air India,Kolkata,Banglore,1440,1.0,No info,6528,5,9,2019
2660,Jet Airways,Delhi,Cochin,1620,2.0,No info,13292,6,12,2019
2661,Jet Airways,Delhi,Cochin,1430,2.0,No info,15129,21,5,2019
2662,Air India,Delhi,Cochin,1395,2.0,No info,11071,15,6,2019
2663,SpiceJet,Kolkata,Banglore,155,0.0,No info,4174,21,4,2019
2664,Multiple carriers,Delhi,Cochin,890,1.0,No info,11299,27,3,2019
2665,Jet Airways,Delhi,Cochin,1010,1.0,In-flight meal not included,12373,18,5,2019
2666,Air India,Banglore,New Delhi,1645,1.0,No info,13439,3,1,2019
2667,IndiGo,Kolkata,Banglore,155,0.0,No info,4804,5,1,2019
2668,Air India,Kolkata,Banglore,1210,2.0,No info,11642,5,12,2019
2669,IndiGo,Banglore,Delhi,170,0.0,No info,3419,18,6,2019
2670,IndiGo,Kolkata,Banglore,335,2.0,No info,6103,21,5,2019
2671,Air India,Kolkata,Banglore,1100,2.0,No info,13033,5,9,2019
2672,Jet Airways,Banglore,New Delhi,420,2.0,In-flight meal not included,11245,18,3,2019
2673,Jet Airways,Kolkata,Banglore,330,1.0,In-flight meal not included,10056,4,1,2019
2674,Jet Airways,Kolkata,Banglore,1080,1.0,In-flight meal not included,10539,6,6,2019
2675,IndiGo,Chennai,Kolkata,140,0.0,No info,5277,18,3,2019
2676,Air India,Kolkata,Banglore,795,1.0,No info,11936,21,5,2019
2677,Jet Airways,Delhi,Cochin,1375,2.0,No info,13014,6,9,2019
2678,Vistara,Kolkata,Banglore,1640,1.0,No info,8820,6,6,2019
2679,Jet Airways,Delhi,Cochin,1295,1.0,In-flight meal not included,12373,5,9,2019
2680,Jet Airways,Delhi,Cochin,1655,1.0,In-flight meal not included,10262,6,1,2019
2681,Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,4995,6,3,2019
2682,Jet Airways,Delhi,Cochin,1315,1.0,In-flight meal not included,7438,27,3,2019
2683,IndiGo,Kolkata,Banglore,170,0.0,No info,4148,21,3,2019
2684,IndiGo,Chennai,Kolkata,140,0.0,No info,3597,27,5,2019
2685,Air Asia,Kolkata,Banglore,955,1.0,No info,5192,5,1,2019
2686,Jet Airways,Banglore,New Delhi,740,1.0,No info,16736,3,6,2019
2687,Multiple carriers,Delhi,Cochin,480,1.0,No info,7933,6,1,2019
2688,Air India,Delhi,Cochin,675,1.0,No info,8879,18,5,2019
2689,IndiGo,Delhi,Cochin,195,0.0,No info,5000,5,12,2019
2690,Vistara,Kolkata,Banglore,965,1.0,No info,8137,5,6,2019
2691,Air India,Delhi,Cochin,1580,2.0,No info,22096,3,9,2019
2692,SpiceJet,Banglore,New Delhi,170,0.0,No check-in baggage included,4273,24,3,2019
2693,Jet Airways,Banglore,New Delhi,365,1.0,No info,35185,3,1,2019
2694,IndiGo,Kolkata,Banglore,220,1.0,No info,4226,15,4,2019
2695,Jet Airways,Kolkata,Banglore,475,1.0,In-flight meal not included,10844,5,1,2019
2696,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2754,6,12,2019
2697,IndiGo,Kolkata,Banglore,335,1.0,No info,6301,6,6,2019
2698,Air India,Kolkata,Banglore,1700,2.0,No info,13222,18,5,2019
2699,Jet Airways,Delhi,Cochin,1145,1.0,In-flight meal not included,12898,21,5,2019
2700,Air India,Banglore,New Delhi,830,1.0,No info,12127,3,12,2019
2701,Jet Airways,Kolkata,Banglore,1540,1.0,No info,13067,21,5,2019
2702,Air India,Kolkata,Banglore,1660,2.0,No info,9920,4,1,2019
2703,GoAir,Banglore,Delhi,175,0.0,No info,4239,4,1,2019
2704,Jet Airways,Delhi,Cochin,1270,1.0,No info,14714,6,6,2019
2705,IndiGo,Kolkata,Banglore,325,1.0,No info,6218,5,6,2019
2706,IndiGo,Chennai,Kolkata,140,0.0,No info,7295,3,1,2019
2707,Multiple carriers,Delhi,Cochin,460,1.0,No info,7408,6,9,2019
2708,Jet Airways,Kolkata,Banglore,505,1.0,In-flight meal not included,13994,6,9,2019
2709,IndiGo,Kolkata,Banglore,150,0.0,No info,5224,15,5,2019
2710,SpiceJet,Mumbai,Hyderabad,80,0.0,No info,4391,3,9,2019
2711,Air India,Kolkata,Banglore,1165,2.0,No info,14109,18,5,2019
2712,SpiceJet,Banglore,Delhi,170,0.0,No check-in baggage included,4885,27,4,2019
2713,Jet Airways,Banglore,Delhi,180,0.0,No info,8016,6,1,2019
2714,Multiple carriers,Delhi,Cochin,395,1.0,No info,12524,24,6,2019
2715,Jet Airways,Delhi,Cochin,995,1.0,In-flight meal not included,6017,27,3,2019
2716,Air India,Delhi,Cochin,1275,2.0,No info,10441,5,9,2019
2717,SpiceJet,Banglore,Delhi,175,0.0,No info,3625,4,1,2019
2718,Air India,Delhi,Cochin,2280,3.0,No info,15586,3,9,2019
2719,Air India,Delhi,Cochin,675,1.0,No info,7199,27,3,2019
2720,Jet Airways,Delhi,Cochin,1325,2.0,No info,12273,21,3,2019
2721,Multiple carriers,Delhi,Cochin,390,1.0,No info,7530,6,6,2019
2722,Jet Airways,Mumbai,Hyderabad,90,0.0,No info,5678,21,5,2019
2723,Air India,Delhi,Cochin,1245,2.0,No info,11753,24,6,2019
2724,SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,1965,21,5,2019
2725,IndiGo,Delhi,Cochin,400,1.0,No info,10208,21,3,2019
2726,IndiGo,Delhi,Cochin,305,1.0,No info,5054,21,5,2019
2727,IndiGo,Delhi,Cochin,425,1.0,No info,14871,3,3,2019
2728,Jet Airways,Delhi,Cochin,715,1.0,In-flight meal not included,12373,18,5,2019
2729,SpiceJet,Mumbai,Hyderabad,90,0.0,No info,2017,15,6,2019
2730,Jet Airways,Kolkata,Banglore,890,1.0,In-flight meal not included,10661,24,3,2019
2731,Multiple carriers,Delhi,Cochin,520,1.0,No info,9794,5,9,2019
2732,Jet Airways,Kolkata,Banglore,1630,1.0,No info,13067,5,9,2019
2733,SpiceJet,Chennai,Kolkata,140,0.0,No info,7298,3,3,2019
2734,IndiGo,Banglore,New Delhi,175,0.0,No info,7648,3,3,2019
2735,Air India,Kolkata,Banglore,590,2.0,No info,10676,5,12,2019
2736,Air India,Banglore,Delhi,165,0.0,No info,6961,6,3,2019
2737,IndiGo,Delhi,Cochin,845,1.0,No info,6979,15,5,2019
2738,Multiple carriers,Delhi,Cochin,720,1.0,No info,13587,27,5,2019
2739,Jet Airways,Kolkata,Banglore,570,1.0,In-flight meal not included,10844,24,5,2019
2740,IndiGo,Banglore,Delhi,170,0.0,No info,3943,5,12,2019
2741,IndiGo,Delhi,Cochin,705,1.0,No info,6838,6,12,2019
2742,Jet Airways,Delhi,Cochin,360,1.0,In-flight meal not included,6542,15,4,2019
2743,Jet Airways,Delhi,Cochin,715,1.0,In-flight meal not included,12239,21,5,2019
2744,Jet Airways,Kolkata,Banglore,730,1.0,No info,14388,5,12,2019
2745,IndiGo,Kolkata,Banglore,170,0.0,No info,4148,3,12,2019
2746,Multiple carriers,Delhi,Cochin,625,2.0,No info,16840,18,5,2019
2747,Multiple carriers,Delhi,Cochin,765,1.0,No info,9646,6,3,2019
2748,Jet Airways,Kolkata,Banglore,1265,1.0,No info,14571,6,9,2019
2749,IndiGo,Delhi,Cochin,570,1.0,No info,7923,15,5,2019
2750,Jet Airways,Kolkata,Banglore,520,1.0,In-flight meal not included,8586,5,12,2019
2751,Multiple carriers,Delhi,Cochin,555,1.0,No info,9646,6,3,2019
2752,Jet Airways,Kolkata,Banglore,1315,1.0,No info,14388,18,5,2019
2753,Jet Airways,Kolkata,Banglore,1430,1.0,No info,13044,6,12,2019
2754,Multiple carriers,Delhi,Cochin,540,1.0,No info,10197,21,5,2019
2755,Jet Airways,Delhi,Cochin,1395,1.0,No info,14714,6,1,2019
2756,Air India,Delhi,Cochin,555,1.0,No info,9929,6,1,2019
2757,Jet Airways,Delhi,Cochin,335,1.0,In-flight meal not included,6017,21,3,2019
2758,SpiceJet,Chennai,Kolkata,135,0.0,No info,3597,27,6,2019
2759,Air India,Delhi,Cochin,570,1.0,No info,5704,21,3,2019
2760,Jet Airways,Delhi,Cochin,520,1.0,No info,14714,6,3,2019
2761,Air India,Banglore,Delhi,165,0.0,No info,5228,5,12,2019
2762,Jet Airways,Kolkata,Banglore,1520,1.0,No info,11467,4,1,2019
2763,Vistara,Banglore,Delhi,170,0.0,No info,4668,6,6,2019
